dataset,part_file,row_start,row_end,row_count,file_size_bytes
bes_voter_panel_2024_combined_w1_w30_strings,bes_voter_panel_2024_combined_w1_w30_strings_part001.csv,0,45113,45113,63973511
bes_voter_panel_2024_combined_w1_w30_strings,bes_voter_panel_2024_combined_w1_w30_strings_part002.csv,45113,90226,45113,48035145
bes_voter_panel_2024_combined_w1_w30_strings,bes_voter_panel_2024_combined_w1_w30_strings_part003.csv,90226,122382,32156,21417818
