quarter,East Midlands,West Midlands,gap_E_minus_W
q4_2024,0.2177661116038104,0.2461730467568045,-0.028406935152994084
q1_2025,0.23268362445287324,0.30247279319797865,-0.0697891687451054
q2_2025,0.3347176063083929,0.34365454352705155,-0.008936937218658625
q3_2025,0.3710063369670141,0.34539681538726513,0.025609521579748995
q4_2025,0.35988119603256913,0.3369903607867624,0.022890835245806707
