feature,optimized_weight
rightwing_intensity,2.116103996144508
career_stagnation,0.8674084934890256
backbench_frustration,0.8358676806365687
sidelined_rebel,0.7521492869256942
immigration_focus,1.2405971023892244
radicalizing,1.4845924682736436
never_minister_rebel,0.960903193575395
establishment_loyalty,0.7452356760503972
net_faction_score,0.7493355297410043
party_leader_penalty,1.255717943736973
