ons,year,disc_pct
E07000064,2022-23,79.01554404145078
E07000064,2023-24,76.71869414988682
E07000064,2024-25,74.04741744284505
E07000064,2025-26,70.68673784934944
E07000064,2026-27,68.90377914768159
E07000065,2022-23,80.38046987532906
E07000065,2023-24,81.05064123643538
E07000065,2024-25,81.22356715764911
E07000065,2025-26,83.74916833000665
E07000065,2026-27,88.45672475209396
E07000066,2022-23,87.23722787099993
E07000066,2023-24,87.34904638960606
E07000066,2024-25,83.89685260205671
E07000066,2025-26,88.52118695811454
E07000066,2026-27,73.2172198488334
E07000067,2022-23,89.90604555069113
E07000067,2023-24,82.2842050502221
E07000067,2024-25,86.44609147864543
E07000067,2025-26,87.8345498783455
E07000067,2026-27,83.20727246901744
E07000068,2022-23,89.7364419665484
E07000068,2023-24,90.16314393634975
E07000068,2024-25,
E07000068,2025-26,89.64792813677195
E07000068,2026-27,81.6705055158201
E07000069,2022-23,82.25987793125603
E07000069,2023-24,84.72142032332563
E07000069,2024-25,79.44432226376365
E07000069,2025-26,75.50464482782706
E07000069,2026-27,
E07000070,2022-23,76.37475315205833
E07000070,2023-24,78.64368323196672
E07000070,2024-25,68.43855776306107
E07000070,2025-26,68.75738927456271
E07000070,2026-27,64.74751338944147
E07000071,2022-23,74.42906164950894
E07000071,2023-24,89.53886693017128
E07000071,2024-25,
E07000071,2025-26,86.2262949334843
E07000071,2026-27,86.67905184573571
E07000072,2022-23,88.98613275786276
E07000072,2023-24,84.52335448360218
E07000072,2024-25,87.55457727420344
E07000072,2025-26,87.96132370965546
E07000072,2026-27,
E07000073,2022-23,84.93305943189063
E07000073,2023-24,81.98387662110059
E07000073,2024-25,80.11656579242322
E07000073,2025-26,79.89904798415436
E07000073,2026-27,88.9278350515464
E07000074,2022-23,88.92830470500374
E07000074,2023-24,89.96639837461905
E07000074,2024-25,91.23412262819508
E07000074,2025-26,89.87261146496816
E07000074,2026-27,94.81194985329421
E07000075,2022-23,80.48449787580222
E07000075,2023-24,82.51033621967392
E07000075,2024-25,76.64905768132496
E07000075,2025-26,83.37056504599211
E07000075,2026-27,81.82991202346041
E07000076,2022-23,76.15897147147147
E07000076,2023-24,77.37446081224059
E07000076,2024-25,78.84665403336678
E07000076,2025-26,76.86304567466816
E07000076,2026-27,78.18418389475207
E07000077,2022-23,92.04701390131854
E07000077,2023-24,92.32627764063238
E07000077,2024-25,92.73775551802457
E07000077,2025-26,89.39811066126856
E07000077,2026-27,88.13065033537474
E07000078,2022-23,92.09561071035579
E07000078,2023-24,92.64134656883901
E07000078,2024-25,92.67172976649286
E07000078,2025-26,97.03532943762397
E07000078,2026-27,91.79978700745474
E07000079,2022-23,95.26759167492567
E07000079,2023-24,91.69010639598875
E07000079,2024-25,91.40097190944648
E07000079,2025-26,89.16921777683943
E07000079,2026-27,88.3223772112661
E07000080,2022-23,95.23002421307505
E07000080,2023-24,93.9976553341149
E07000080,2024-25,91.07914688584992
E07000080,2025-26,89.82171367748802
E07000080,2026-27,87.54086227101709
E07000081,2022-23,67.56433750298781
E07000081,2023-24,63.395035155689484
E07000081,2024-25,63.81280854804896
E07000081,2025-26,37.70542958185979
E07000081,2026-27,59.14637848339506
E07000082,2022-23,84.45421782420134
E07000082,2023-24,98.22691055998204
E07000082,2024-25,90.98249685717049
E07000082,2025-26,89.29101958136394
E07000082,2026-27,89.36597769028872
E07000083,2022-23,89.90784106360478
E07000083,2023-24,89.17118411599503
E07000083,2024-25,90.4963861179141
E07000083,2025-26,90.53690891417462
E07000083,2026-27,90.48283885980221
E07000084,2022-23,87.28061654037951
E07000084,2023-24,89.04732058915701
E07000084,2024-25,88.8043418971254
E07000084,2025-26,85.57095864661655
E07000084,2026-27,86.54199402456567
E07000085,2022-23,87.73197664334856
E07000085,2023-24,92.77498036679448
E07000085,2024-25,92.52524184595866
E07000085,2025-26,92.55936391963039
E07000085,2026-27,91.74221033338287
E07000086,2022-23,109.38169654523598
E07000086,2023-24,125.27518754820164
E07000086,2024-25,118.94931760510254
E07000086,2025-26,115.41239860264078
E07000086,2026-27,114.60218237648736
E07000087,2022-23,88.39714660066967
E07000087,2023-24,83.03592814371258
E07000087,2024-25,78.085451595457
E07000087,2025-26,80.76263005470342
E07000087,2026-27,84.33662280701755
E07000088,2022-23,86.82753491446988
E07000088,2023-24,86.10242846838182
E07000088,2024-25,86.60128309121747
E07000088,2025-26,85.08486317977139
E07000088,2026-27,89.13267275768884
E07000089,2022-23,88.452304737516
E07000089,2023-24,89.3040072310937
E07000089,2024-25,89.14419165285521
E07000089,2025-26,83.28688867214714
E07000089,2026-27,85.46210995542347
E07000090,2022-23,78.40821413733752
E07000090,2023-24,63.09278350515464
E07000090,2024-25,72.96531849349101
E07000090,2025-26,78.28142759718118
E07000090,2026-27,68.50044726356022
E07000091,2022-23,84.4228883958516
E07000091,2023-24,87.54854598844369
E07000091,2024-25,88.5507763698019
E07000091,2025-26,86.89626987665329
E07000091,2026-27,88.68866093706681
E07000092,2022-23,86.76415246492124
E07000092,2023-24,81.47876629837147
E07000092,2024-25,85.16056453262426
E07000092,2025-26,83.60850273449593
E07000092,2026-27,79.78703084710152
E07000093,2022-23,82.93984049014948
E07000093,2023-24,81.28293241695303
E07000093,2024-25,78.37301587301587
E07000093,2025-26,79.21848610471365
E07000093,2026-27,82.19561254635741
E07000094,2022-23,86.60265433340037
E07000094,2023-24,90.77005503872194
E07000094,2024-25,88.46460618145564
E07000094,2025-26,83.55979924103318
E07000094,2026-27,88.09052333804809
E07000095,2022-23,88.4744370679625
