ward_code,ward_name,ward_name_welsh,council,area_sq_km,canvassing_events,events_per_sq_km,has_canvassing_event,rank_by_events_per_sq_km,rank_by_events
W05001078,Cilfynydd,Cilfynydd,Rhondda Cynon Taf,4.150378700691223,1,0.24094186871030718,True,275,289
W05001377,Two Locks,Two Locks,Torfaen,12.508775109401704,3,0.23983163609242394,True,276,126
W05001071,Aberaman,Aberaman,Rhondda Cynon Taf,16.84924753823471,4,0.23739932545492642,True,277,98
W05001599,Hope,Yr Hôb,Flintshire,12.652885200294495,3,0.23710007263245977,True,278,126
W05001623,Plymouth,Plymouth,Merthyr Tydfil,21.17580366570282,5,0.2361185473257008,True,279,70
W05001092,Mountain Ash,Aberpennar,Rhondda Cynon Taf,12.766492385398864,3,0.23499015308473634,True,280,126
W05001074,Aberdare West and Llwydcoed,Gorllewin Aberdâr a Llwydcoed,Rhondda Cynon Taf,21.809185606472017,5,0.2292611971038578,True,281,70
W05001090,Llantwit Fardre,Llanilltud Faerdref,Rhondda Cynon Taf,8.983497887008667,2,0.2226304302795313,True,282,192
W05001256,Abertillery and Six Bells,Abertyleri a Six Bells,Blaenau Gwent,9.14428963854599,2,0.21871573179062326,True,283,192
W05001680,Aberdulais,Aberdulais,Neath Port Talbot,9.575151405654907,2,0.20887398175436026,True,284,192
W05001082,Ferndale and Maerdy,Glynrhedynog a'r Maerdy,Rhondda Cynon Taf,14.395341269416809,3,0.20840075576211314,True,285,126
W05001261,Cwmtillery,Cwmtyleri,Blaenau Gwent,9.635638622192383,2,0.20756278627902122,True,286,192
W05001095,Pen-y-graig,Pen-y-graig,Rhondda Cynon Taf,4.839404356597901,1,0.20663700040618213,True,287,289
W05001121,Brecon West,Gorllewin Aberhonddu,Powys,4.84422854322815,1,0.2064312183201846,True,288,289
W05001373,Pontnewynydd and Snatchwood,Pontnewynydd a Snatchwood,Torfaen,4.847445855548859,1,0.20629420725871597,True,289,289
W05001079,Cwm Clydach,Cwm Clydach,Rhondda Cynon Taf,4.857930313556671,1,0.20584898000890897,True,290,289
W05001405,Bryn,Bryn,Conwy,9.744850150856019,2,0.20523660898205948,True,291,192
W05001492,Aethwy,Aethwy,Isle of Anglesey,24.539483511634828,5,0.20375326960852155,True,292,70
W05001376,Trevethin and Penygarn,Trefddyn a Phen-y-garn,Torfaen,4.980322708057404,1,0.20079020148275778,True,293,289
W05001104,Ton-teg,Ton-teg,Rhondda Cynon Taf,4.98163997177124,1,0.2007371077931283,True,294,289
W05001425,Penmaenmawr,Penmaenmawr,Conwy,15.262864195198059,3,0.1965555063343778,True,295,126
W05001616,Bedlinog and Trelewis,Bedlinog a Threlewis,Merthyr Tydfil,15.267351647922515,3,0.1964977338036372,True,296,126
W05001113,Tylorstown and Ynyshir,Tylorstown ac Ynys-hir,Rhondda Cynon Taf,10.292522957592011,2,0.1943158162717288,True,297,192
W05001415,Glyn y Marl,Glyn y Marl,Conwy,5.248326222114563,1,0.19053693647821643,True,298,289
W05001800,Wyesham,Wyesham,Monmouthshire,10.521418445388793,2,0.19008843820640334,True,299,192
W05001374,Pontypool Fawr,Pont-y-pŵl Fawr,Torfaen,15.93924389655304,3,0.18821469948450745,True,300,126
W05001080,Cwmbach,Cwm-bach,Rhondda Cynon Taf,5.343117174938202,1,0.18715666665340647,True,301,289
W05001451,Johnston,Johnston,Pembrokeshire,5.459095433086396,1,0.18318053096108497,True,302,289
W05001269,Tredegar,Tredegar,Blaenau Gwent,10.921401306201934,2,0.18312668346545058,True,303,192
W05001665,Nelson,Nelson,Caerphilly,10.971517686141969,2,0.18229018602651328,True,304,192
W05001268,Sirhowy,Sirhywi,Blaenau Gwent,16.5255101799469,3,0.18153751184277445,True,305,126
W05001239,Cornelly,Corneli,Bridgend,16.586052581016542,3,0.18087486370528152,True,306,126
W05001333,Bodelwyddan,Bodelwyddan,Denbighshire,16.689944168693543,3,0.1797489536020919,True,307,126
W05001660,Llanbradach,Llanbradach,Caerphilly,5.712158565567017,1,0.1750651681884351,True,308,289
W05001505,Ynys Gybi,Ynys Gybi,Isle of Anglesey,28.72751915810394,5,0.17404913986766993,True,309,70
W05001094,Pentre,Pentre,Rhondda Cynon Taf,5.768961731494904,1,0.17334141679959997,True,310,289
W05001687,Bryn-coch North,Gogledd Bryn-coch,Neath Port Talbot,5.7690514210624695,1,0.173338721916927,True,311,289
W05001670,Pontllanfraith,Pontllan-fraith,Caerphilly,5.792828440559387,1,0.17262724250529238,True,312,289
W05001335,Denbigh Lower,Dinbych Isaf,Denbighshire,17.42286340019989,3,0.1721875406522203,True,313,126
W05001402,Wenvoe,Gwenfô,Vale of Glamorgan,17.83006584338379,3,0.16825512739837759,True,314,126
W05001752,Ponciau,Ponciau,Wrexham,5.981228132194519,1,0.16718974396201453,True,315,289
W05001673,St Cattwg,Sant Catwg,Caerphilly,12.068796232555389,2,0.16571661012927133,True,316,192
W05001593,Hawarden: Ewloe,Penarlâg: Ewloe,Flintshire,6.250738771751404,1,0.15998108967842986,True,317,289
W05001120,Brecon East,Dwyrain Aberhonddu,Powys,6.257433970733643,1,0.1598099164413167,True,318,289
W05001694,"Crynant, Onllwyn and Seven Sisters","Y Creunant, Onllwyn a Blaendulais",Neath Port Talbot,44.15108353131866,7,0.15854650532040818,True,319,48
W05001308,Lampeter,Llanbedr Pont Steffan,Ceredigion,12.641240548118592,2,0.15821232041167527,True,320,192
W05001754,Rhos,Rhos,Wrexham,12.66142931780243,2,0.15796004935935054,True,321,192
W05001591,Gwernaffield and Gwernymynydd,Y Waun a Gwernymynydd,Flintshire,25.33422072367096,4,0.15788920620963134,True,322,98
W05001791,Portskewett,Porthsgiwed,Monmouthshire,6.574041714702606,1,0.1521134247997752,True,323,289
W05001267,Rassau and Garnlydan,Rasa a Garnlydan,Blaenau Gwent,6.617134507968903,1,0.15112281589496435,True,324,289
W05001073,Aberdare East,Dwyrain Aberdâr,Rhondda Cynon Taf,6.747598751689911,1,0.1482008691980319,True,325,289
W05001241,Llangynwyd,Llangynwyd,Bridgend,13.5227458817482,2,0.14789895613578172,True,326,192
W05001664,Moriah and Pontlottyn,Moriah a Phontlotyn,Caerphilly,6.946289495845795,1,0.14396175117637217,True,327,289
W05001058,Pen-clawdd,Pen-clawdd,Swansea,14.106997419830321,2,0.14177361351102138,True,328,192
W05001718,Brymbo,Brymbo,Wrexham,7.085261654548645,1,0.1411380480716634,True,329,289
W05001401,Sully,Sili,Vale of Glamorgan,7.086332602607727,1,0.14111671806542161,True,330,289
W05001236,Caerau,Caerau,Bridgend,14.564695523517608,2,0.13731835291514338,True,331,192
W05001266,Nantyglo,Nant-y-glo,Blaenau Gwent,7.481086629135132,1,0.13367042109972296,True,332,289
W05001076,Brynna and Llanharan,Brynna a Llanharan,Rhondda Cynon Taf,23.26719222534561,3,0.12893691559104475,True,333,126
W05001459,Manorbier and Penally,Maenorbŷr a Phenalun,Pembrokeshire,23.610974162670136,3,0.12705956049636935,True,334,126
W05001690,Cimla and Pelenna,Cimla a Phelenna,Neath Port Talbot,23.915075951805115,3,0.1254438834334356,True,335,126
W05001161,Newtown East,Dwyrain y Drenewydd,Powys,7.990074366256714,1,0.12515528068463924,True,336,289
W05001470,Newport and Dinas,Trefdraeth a Dinas,Pembrokeshire,32.086384174179074,4,0.12466347028341468,True,337,98
W05001610,Queensferry and Sealand,Queensferry a Sealand,Flintshire,24.09989514063263,3,0.12448186942282477,True,338,126
W05001424,Pandy,Pandy,Conwy,8.219614355834961,1,0.12166020894765182,True,339,289
W05001062,Pontarddulais,Pontarddulais,Swansea,24.963087708267214,3,0.12017744099046158,True,340,126
W05001756,Rossett,Yr Orsedd,Wrexham,25.56243207901764,3,0.11735972503424211,True,341,126
W05001395,Rhoose,Y Rhws,Vale of Glamorgan,17.192347128494262,2,0.11633082935402339,True,342,192
W05001609,Pen-y-ffordd,Pen-y-ffordd,Flintshire,8.738246975875855,1,0.1144394296431256,True,343,289
W05001413,Gele and Llanddulas,Gele a Llanddulas,Conwy,17.80998360710907,2,0.11229656602276016,True,344,192
W05001589,Flint: Oakenholt,Y Fflint: Oakenholt,Flintshire,9.268496530326843,1,0.10789236385081068,True,345,289
W05001708,Resolven and Tonna,Resolfen a Thonna,Neath Port Talbot,37.26649979098129,4,0.10733500657252558,True,346,98
W05001572,Bagillt,Bagillt,Flintshire,9.403966176925659,1,0.10633811108909365,True,347,289
W05001145,Llandysilio,Llandysilio,Powys,18.85680453972626,2,0.10606250893604657,True,348,192
W05001666,New Tredegar,Tredegar Newydd,Caerphilly,9.641418566642761,1,0.10371917711982606,True,349,289
W05001452,Kilgetty and Begelly,Cilgeti a Begeli,Pembrokeshire,19.471964131679535,2,0.10271177506670418,True,350,192
W05001107,Tonyrefail West,Gorllewin Tonyrefail,Rhondda Cynon Taf,9.744477595287323,1,0.10262222784355576,True,351,289
W05001573,Broughton North East,Gogledd-ddwyrain Brychdyn,Flintshire,10.133958664894104,1,0.0986781210647902,True,352,289
W05001793,Rogiet,Rogiet,Monmouthshire,10.751724091423034,1,0.09300833908095998,True,353,289
W05001385,Cowbridge,Y Bont-faen,Vale of Glamorgan,43.01308268607712,4,0.09299496223493783,True,354,98
W05001111,Treherbert,Treherbert,Rhondda Cynon Taf,21.60308657574463,2,0.09257936327698407,True,355,192
W05001601,Llanasa and Trelawnyd,Llanasa a Threlawnyd,Flintshire,32.44888102493286,3,0.09245311102391726,True,356,126
W05001472,Neyland: West,Gorllewin Neyland,Pembrokeshire,10.997582121204376,1,0.09092907777173181,True,357,289
W05001686,Bryn and Cwmavon,Bryn a Chwmafan,Neath Port Talbot,23.13073747859955,2,0.0864650338905273,True,358,192
W05001607,Mostyn,Mostyn,Flintshire,11.853401886428832,1,0.08436396652887619,True,359,289
W05001693,Coedffranc West,Gorllewin Coed-ffranc,Neath Port Talbot,12.935124438606262,1,0.07730888131353364,True,360,289
W05001112,Treorchy,Treorci,Rhondda Cynon Taf,13.306607772979737,1,0.07515063320875737,True,361,289
W05001648,Aber Valley,Cwm Aber,Caerphilly,13.31109260816574,1,0.07512531310814757,True,362,289
W05001677,Ynysddu,Ynys-ddu,Caerphilly,14.142715278182983,1,0.0707077799651834,True,363,289
W05001626,Vaynor,Faenor,Merthyr Tydfil,28.913062344169617,2,0.06917288719516439,True,364,192
W05001675,Twyn Carno,Twyncarno,Caerphilly,14.593109944099426,1,0.06852548934604168,True,365,289
W05001614,Treuddyn,Treuddyn,Flintshire,14.630643446273803,1,0.06834969382393667,True,366,289
W05001779,Llanfoist Fawr and Govilon,Llan-ffwyst Fawr a Gofilon,Monmouthshire,29.610762034374236,2,0.06754301012848844,True,367,192
W05001341,Llangollen,Llangollen,Denbighshire,60.22317632113648,4,0.06641961192266313,True,368,98
W05001061,Pennard,Pennard,Swansea,30.561403260578157,2,0.0654420211973658,True,369,192
W05001661,Machen and Rudry,Machen a Rhydri,Caerphilly,31.445894954235076,2,0.0636013063997927,True,370,192
W05001751,Penycae and Ruabon South,Pen-y-cae a De Rhiwabon,Wrexham,31.86536626476288,2,0.06276406752655547,True,371,192
W05001709,Rhos,Rhos,Neath Port Talbot,16.202106717140197,1,0.061720368681567855,True,372,289
W05001362,Blaenavon,Blaenafon,Torfaen,17.881718621997834,1,0.05592303632212478,True,373,289
W05001575,Brynford and Halkyn,Brynffordd a Helygain,Flintshire,37.139854762031554,2,0.05385050676193328,True,374,192
W05001581,Caerwys,Caerwys,Flintshire,37.388306623054504,2,0.053492660691050214,True,375,192
W05001743,Marchwiel,Marchwiel,Wrexham,37.67379164541626,2,0.05308730320600312,True,376,192
W05001739,Holt,Holt,Wrexham,38.09364355682373,2,0.052502197565234984,True,377,192
W05001117,Aber-craf and Ystradgynlais,Aber-craf ac Ystradgynlais,Powys,38.18711819121933,2,0.05237368240214252,True,378,192
W05001602,Llanfynydd,Llanfynydd,Flintshire,19.479579325714113,1,0.051335810865275985,True,379,289
W05001115,Ynysybwl,Ynys-y-bwl,Rhondda Cynon Taf,19.566072004981994,1,0.05110887866227702,True,380,289
W05001435,Burton,Burton,Pembrokeshire,20.550977814918518,1,0.048659485159585576,True,381,289
W05001615,Whitford,Chwitffordd,Flintshire,21.419145842842102,1,0.0466872025307294,True,382,289
W05001433,Amroth and Saundersfoot North,Amroth a Gogledd Saundersfoot,Pembrokeshire,21.79913526325989,1,0.04587337928424129,True,383,289
W05001299,Aberporth and Y Ferwig,Aber-porth a'r Ferwig,Ceredigion,44.5493175030899,2,0.04489406599464249,True,384,192
W05001484,St David's,Tyddewi,Pembrokeshire,45.4562031127243,2,0.04399839544539854,True,385,192
W05001397,St Bride's Major,Saint-y-brid,Vale of Glamorgan,48.395175477344516,2,0.041326433477574025,True,386,192
W05001361,Abersychan,Abersychan,Torfaen,24.31107294568634,1,0.04113351978475454,True,387,289
W05001702,Margam and Tai-bach,Margam a Thai-bach,Neath Port Talbot,55.63029597740936,2,0.0359516332757275,True,388,192
W05001314,Llandysul South,De Llansysul,Ceredigion,28.39095011907196,1,0.03522249152656001,True,389,289
W05001287,Pentyrch and St Fagans,Pentyrch a Sain Ffagan,Cardiff,28.946912500873566,1,0.034545998643890664,True,390,289
W05001715,Bangor Is-y-Coed,Bangor-is-y-coed,Wrexham,29.98939150078583,1,0.03334512472431448,True,391,289
W05001458,Maenclochog,Maenclochog,Pembrokeshire,61.34051110920334,2,0.03260487993716645,True,392,192
W05001240,Garw Valley,Gwm Garw,Bridgend,30.88961201324463,1,0.032373342843258344,True,393,289
W05001683,Blaengwrach and Glynneath West,Blaen-gwrach a Gorllewin Glyn-nedd,Neath Port Talbot,33.22105045056152,1,0.030101396146042018,True,394,289
W05001393,Peterston-super-Ely,Llanbedr-y-fro,Vale of Glamorgan,36.497738051387785,1,0.027398958220151294,True,395,289
W05001439,Cilgerran and Eglwyswrw,Cilgerran ac Eglwyswrw,Pembrokeshire,75.6474033466568,2,0.026438448796912855,True,396,192
W05001087,"Hirwaun, Penderyn and Rhigos","Hirwaun, Penderyn a'r Rhigos",Rhondda Cynon Taf,78.0861787850914,2,0.025612727260023765,True,397,192
W05001485,St Dogmaels,Llandudoch,Pembrokeshire,78.51677766293716,2,0.02547226286572474,True,398,192
W05001130,Forden and Montgomery,Ffordun a Threfaldwyn,Powys,39.564992827720644,1,0.025274868729392625,True,399,289
W05001438,Carew and Jeffreyston,Caeriw a Jeffreyston,Pembrokeshire,42.069798348148346,1,0.02377002123291646,True,400,289
W05001144,Llandrinio,Llandrinio,Powys,44.09113203974915,1,0.022680297686584173,True,401,289
W05001457,Llanrhian,Llanrhian,Pembrokeshire,88.57221294649887,2,0.022580445192309687,True,402,192
W05001398,St Nicholas and Llancarfan,Sain Nicolas a Llancarfan,Vale of Glamorgan,46.760873833351134,1,0.021385400186571635,True,403,289
W05001138,Knighton with Beguildy,Trefyclo gyda Bugeildy,Powys,99.21287375260926,2,0.020158674215879177,True,404,192
W05001483,Solva,Solfach,Pembrokeshire,50.02032198862457,1,0.019991874507073668,True,405,289
W05001501,Seiriol,Seiriol,Isle of Anglesey,52.65496533932495,1,0.018991561262184667,True,406,289
W05001168,Talgarth,Talgarth,Powys,55.266715604110715,1,0.018094073242261213,True,407,289
W05001149,Llangattock and Llangynidr,Llangatwg a Llangynidr,Powys,81.35695646273041,1,0.012291511918321325,True,408,289
W05001152,Llangyniew and Meifod,Llangynyw a Meifod,Powys,81.9572843170395,1,0.012201477981281683,True,409,289
W05001170,Tawe Uchaf,Tawe Uchaf,Powys,112.44118561370087,1,0.008893538382239816,True,410,289
W05001126,Crickhowell with Cwmdu and Tretower,Crucywel gyda Chwm-du a Thretŵr,Powys,112.67087053244782,1,0.008875408482017651,True,411,289
W05001154,Llanrhaeadr-ym-Mochnant and Llansilin,Llanrhaeadr-ym-Mochnant a Llansilin,Powys,147.2613479710617,1,0.006790648148871419,True,412,289
W05001337,Edeirnion,Edeirnion,Denbighshire,162.0313598999939,1,0.0061716448014582,True,413,289
W05001153,Llanidloes,Llanidloes,Powys,191.5795728901596,1,0.0052197631768045585,True,414,289
W05001156,Llanwrtyd Wells,Llanwrtyd,Powys,228.69262578915405,1,0.004372681438893277,True,415,289
W05001298,Aberaeron and Aberarth,Aberaeron ac Aber-arth,Ceredigion,17.414635138088226,0,0.0,False,416,416
W05001650,Abercarn,Aber-carn,Caerphilly,16.50785348394394,0,0.0,False,416,416
W05001506,Aberdyfi,Aberdyfi,Gwynedd,52.89723332170105,0,0.0,False,416,416
W05001507,Abererch,Abererch,Gwynedd,24.901774040931702,0,0.0,False,416,416
W05001177,Abergwili,Abergwili,Carmarthenshire,62.77340154960251,0,0.0,False,416,416
W05001508,Abermaw,Abermaw,Gwynedd,16.112287408065797,0,0.0,False,416,416
W05001509,Abersoch gyda Llanengan,Abersoch gyda Llanengan,Gwynedd,22.165548115104674,0,0.0,False,416,416
W05001627,Allt-yr-yn,Allt-yr-ynn,Newport,3.8347693169555663,0,0.0,False,416,416
W05001332,Alyn Valley,Dyffryn Alun,Denbighshire,70.05652150067901,0,0.0,False,416,416
W05001178,Ammanford,Rhydaman,Carmarthenshire,3.117075423603058,0,0.0,False,416,416
W05001651,Argoed,Argoed,Caerphilly,15.667227016471863,0,0.0,False,416,416
W05001510,Arllechwedd,Arllechwedd,Gwynedd,90.26120893048096,0,0.0,False,416,416
W05001511,Arthog a Llangelynnin,Arthog a Llangelynnin,Gwynedd,59.276194876434324,0,0.0,False,416,416
W05001118,"Banwy, Llanfihangel and Llanwddyn","Banwy, Llanfihangel a Llanwddyn",Powys,312.9248462582626,0,0.0,False,416,416
W05001629,Beechwood,Beechwood,Newport,1.4997795836219787,0,0.0,False,416,416
W05001119,Berriew and Castle Caereinion,Aberriw a Chastell Caereinion,Powys,75.09065061660766,0,0.0,False,416,416
W05001512,Bethel a'r Felinheli,Bethel a'r Felinheli,Gwynedd,15.443487621124268,0,0.0,False,416,416
W05001630,Bettws,Betws,Newport,5.1377926785392765,0,0.0,False,416,416
W05001179,Betws,Y Betws,Carmarthenshire,11.145549048301696,0,0.0,False,416,416
W05001404,Betws-y-Coed and Trefriw,Betws-y-coed a Threfriw,Conwy,192.99680451058197,0,0.0,False,416,416
W05001403,Betws-yn-Rhos,Betws-yn-Rhos,Conwy,91.29320240240479,0,0.0,False,416,416
W05001303,Beulah and Llangoedmor,Beulah a Llangoedmor,Ceredigion,69.94213160276794,0,0.0,False,416,416
W05001180,Bigyn,Bigyn,Carmarthenshire,2.336616535182953,0,0.0,False,416,416
W05001039,Bishopston,Llandeilo Ferwallt,Swansea,6.055054859977722,0,0.0,False,416,416
W05001631,Bishton and Langstone,Trefesgob a Langstone,Newport,37.21524995020294,0,0.0,False,416,416
W05001229,Blackmill,Melin Ifan Ddu,Bridgend,16.800058311016084,0,0.0,False,416,416
W05001653,Blackwood,Coed-duon,Caerphilly,4.200368105358124,0,0.0,False,416,416
W05001493,Bodowyr,Bodowyr,Isle of Anglesey,48.386811480018615,0,0.0,False,416,416
W05001434,Boncath and Clydau,Boncath a Chlydau,Pembrokeshire,84.04061901453018,0,0.0,False,416,416
W05001304,Borth,Y Borth,Ceredigion,25.464132961479187,0,0.0,False,416,416
W05001513,Bowydd a'r Rhiw,Bowydd a'r Rhiw,Gwynedd,26.018497218696595,0,0.0,False,416,416
W05001514,Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,Brithdir a Llanfachreth/Y Ganllwyd/Llanelltud,Gwynedd,195.87907924774169,0,0.0,False,416,416
W05001494,Bro Aberffraw,Bro Aberffraw,Isle of Anglesey,96.13432002389527,0,0.0,False,416,416
W05001515,Bro Dysynni,Bro Dysynni,Gwynedd,132.26675787325286,0,0.0,False,416,416
W05001436,Bro Gwaun,Bro Gwaun,Pembrokeshire,123.52013979766846,0,0.0,False,416,416
W05001495,Bro'r Llynnoedd,Bro'r Llynnoedd,Isle of Anglesey,44.07384313636017,0,0.0,False,416,416
W05001717,Bronington and Hanmer,Bronington a Hanmer,Wrexham,53.019492740104674,0,0.0,False,416,416
W05001122,Bronllys and Felin-fach,Bronllys a Felin-fach,Powys,124.95112468961334,0,0.0,False,416,416
W05001719,Bryn Cefn,Bryn Cefn,Wrexham,2.2035943083724976,0,0.0,False,416,416
W05001720,Brynyffynnon,Brynyffynnon,Wrexham,2.2092952537002564,0,0.0,False,416,416
W05001578,Buckley: Mountain,Bwlce: Mynydd,Flintshire,3.035300180648804,0,0.0,False,416,416
W05001123,Builth,Llanfair-ym-Muallt,Powys,3.001233331680298,0,0.0,False,416,416
W05001762,Bulwark and Thornwell,Bulwark a Thornwell,Monmouthshire,2.7187705801467894,0,0.0,False,416,416
W05001181,Burry Port,Porth Tywyn,Carmarthenshire,4.185070309558869,0,0.0,False,416,416
W05001182,Bynea,Bynea,Carmarthenshire,6.045284277725219,0,0.0,False,416,416
W05001516,Cadnant,Cadnant,Gwynedd,2.0411980126113893,0,0.0,False,416,416
W05001406,Caerhun,Caerhun,Conwy,91.13077433683014,0,0.0,False,416,416
W05001632,Caerleon,Caerllion,Newport,13.963274365585328,0,0.0,False,416,416
W05001124,Caersws,Caersŵs,Powys,90.74683878411102,0,0.0,False,416,416
W05001763,Caerwent,Caer-went,Monmouthshire,28.177563557815553,0,0.0,False,416,416
W05001437,Camrose,Camros,Pembrokeshire,45.94117607904434,0,0.0,False,416,416
W05001519,Canol Tref Caernarfon,Canol Tref Caernarfon,Gwynedd,3.297507254974365,0,0.0,False,416,416
W05001496,Canolbarth Môn,Canolbarth Môn,Isle of Anglesey,69.29238552682496,0,0.0,False,416,416
W05001766,Cantref,Cantref,Monmouthshire,16.59943834804535,0,0.0,False,416,416
W05001183,Carmarthen Town North and South,Gogledd a De Tref Caerfyrddin,Carmarthenshire,12.208537571285248,0,0.0,False,416,416
W05001184,Carmarthen Town West,Gorllewin Tref Caerfyrddin,Carmarthenshire,8.655204864891052,0,0.0,False,416,416
W05001721,Cartrefle,Cartrefle,Wrexham,0.4377681064147949,0,0.0,False,416,416
W05001722,Cefn East,Dwyrain Cefn,Wrexham,1.736112966896057,0,0.0,False,416,416
W05001497,Cefni,Cefni,Isle of Anglesey,29.169659785331724,0,0.0,False,416,416
W05001185,Cenarth and Llangeler,Cenarth a Llangeler,Carmarthenshire,106.94331472814179,0,0.0,False,416,416
W05001305,Ceulan a Maesmawr,Ceulan a Maesmawr,Ceredigion,127.07174492050171,0,0.0,False,416,416
W05001724,Chirk North,Gogledd y Waun,Wrexham,5.549703150535583,0,0.0,False,416,416
W05001125,Churchstoke,Yr Ystog,Powys,50.13545895451355,0,0.0,False,416,416
W05001582,Cilcain,Cilcain,Flintshire,39.85968942768097,0,0.0,False,416,416
W05001306,Ciliau Aeron,Ciliau Aeron,Ceredigion,40.07985189575958,0,0.0,False,416,416
W05001186,Cilycwm,Cil-y-cwm,Carmarthenshire,249.57558720902634,0,0.0,False,416,416
W05001520,Clynnog,Clynnog,Gwynedd,50.78134465083313,0,0.0,False,416,416
W05001692,Coedffranc North,Gogledd Coed-ffranc,Neath Port Talbot,1.6922923891944885,0,0.0,False,416,416
W05001407,Colwyn,Colwyn,Conwy,1.7675005467910767,0,0.0,False,416,416
W05001521,Corris a Mawddwy,Corris a Mawddwy,Gwynedd,165.00252035990144,0,0.0,False,416,416
W05001522,Criccieth,Criccieth,Gwynedd,6.732123841651917,0,0.0,False,416,416
W05001498,Crigyll,Crigyll,Isle of Anglesey,35.794873050308226,0,0.0,False,416,416
W05001768,Croesonen,Croesonnen,Monmouthshire,0.5461577599945069,0,0.0,False,416,416
W05001655,Crosskeys,Crosskeys,Caerphilly,5.70634544789505,0,0.0,False,416,416
W05001769,Crucorney,Crucornau Fawr,Monmouthshire,107.22197803231812,0,0.0,False,416,416
W05001656,Crumlin,Crymlyn,Caerphilly,12.95179953873825,0,0.0,False,416,416
W05001440,Crymych and Mynachlog-ddu,Crymych a Mynachlog-ddu,Pembrokeshire,78.60944920077134,0,0.0,False,416,416
W05001187,Cwarter Bach,Cwarter Bach,Carmarthenshire,32.017510696861265,0,0.0,False,416,416
W05001127,Cwm-twrch,Cwm-twrch,Powys,13.077514725002288,0,0.0,False,416,416
W05001523,Cwm-y-glo,Cwm-y-glo,Gwynedd,14.885994476333618,0,0.0,False,416,416
W05001695,Cwmllynfell and Ystalyfera,Cwmllynfell ac Ystalyfera,Neath Port Talbot,16.022448396102906,0,0.0,False,416,416
W05001696,Cymer and Glyncorrwg,Cymer a Glyncorrwg,Neath Port Talbot,41.882120179298404,0,0.0,False,416,416
W05001188,Cynwyl Elfed,Cynwyl Elfed,Carmarthenshire,94.50905055412674,0,0.0,False,416,416
W05001189,Dafen and Felinfoel,Dafen a Felin-foel,Carmarthenshire,4.7895872091560365,0,0.0,False,416,416
W05001657,Darran Valley,Cwm Darran,Caerphilly,19.629214367206572,0,0.0,False,416,416
W05001524,De Dolgellau,De Dolgellau,Gwynedd,2.2595674006118776,0,0.0,False,416,416
W05001525,De Pwllheli,De Pwllheli,Gwynedd,1.5957876192855835,0,0.0,False,416,416
W05001410,Deganwy,Deganwy,Conwy,2.3970621636276244,0,0.0,False,416,416
W05001526,Deiniolen,Deiniolen,Gwynedd,17.965751396217346,0,0.0,False,416,416
W05001334,Denbigh Caledfryn Henllan,Dinbych Caledfryn Henllan,Denbighshire,18.58820314706421,0,0.0,False,416,416
W05001770,Devauden,Devauden,Monmouthshire,59.07782641743469,0,0.0,False,416,416
W05001528,Diffwys a Maenofferen,Diffwys a Maenofferen,Gwynedd,3.0381012557754516,0,0.0,False,416,416
W05001128,Disserth and Trecoed with Newbridge,Diserth a Thre-coed gyda'r Bontnewydd-ar-Wy,Powys,37.80838505470276,0,0.0,False,416,416
W05001529,Dolbenmaen,Dolbenmaen,Gwynedd,86.07635904503631,0,0.0,False,416,416
W05001129,Dolforwyn,Dolforwyn,Powys,47.8326846929245,0,0.0,False,416,416
W05001772,Drybridge,Drybridge,Monmouthshire,4.405053686843872,0,0.0,False,416,416
W05001045,Dunvant and Killay,Dyfnant a Chilâ,Swansea,5.653694939403534,0,0.0,False,416,416
W05001531,Dwyrain Porthmadog,Dwyrain Porthmadog,Gwynedd,4.517422833557129,0,0.0,False,416,416
W05001697,Dyffryn,Dyffryn,Neath Port Talbot,7.03651894883728,0,0.0,False,416,416
W05001532,Dyffryn Ardudwy,Dyffryn Ardudwy,Gwynedd,45.57200804063415,0,0.0,False,416,416
W05001727,Dyffryn Ceiriog,Dyffryn Ceiriog,Wrexham,113.37898531192779,0,0.0,False,416,416
W05001336,Dyserth,Dyserth,Denbighshire,6.391618877136231,0,0.0,False,416,416
W05001441,East Williamston,East Williamston,Pembrokeshire,6.925710139118195,0,0.0,False,416,416
W05001533,Efailnewydd a Buan,Efailnewydd a Buan,Gwynedd,55.68933245928192,0,0.0,False,416,416
W05001338,Efenechdyd,Efenechdyd,Denbighshire,73.65480165151978,0,0.0,False,416,416
W05001411,Eglwys-bach a Llangernyw,Eglwys-bach a Llangernyw,Conwy,103.84708534719086,0,0.0,False,416,416
W05001190,Elli,Elli,Carmarthenshire,0.48326084019088744,0,0.0,False,416,416
W05001046,Fairwood,Fairwood,Swansea,13.64183646100235,0,0.0,False,416,416
W05001442,Fishguard: North East,Gogledd-ddwyrain Abergwaun,Pembrokeshire,2.211188081699371,0,0.0,False,416,416
W05001633,Gaer,Gaer,Newport,2.80641255834198,0,0.0,False,416,416
W05001191,Garnant,Y Garnant,Carmarthenshire,15.181119307598115,0,0.0,False,416,416
W05001534,Gerlan,Gerlan,Gwynedd,1.9372418903579711,0,0.0,False,416,416
W05001083,Gilfach-goch,Gilfach-goch,Rhondda Cynon Taf,6.017003866653442,0,0.0,False,416,416
W05001192,Glanamman,Glanaman,Carmarthenshire,12.291406803913116,0,0.0,False,416,416
